MID,DAY,SEX,AGE,GEN,PRE,ARE,JOB,MAR,CHI,q1t1,q2c1,q2c2,q2c3,q2c4,q3,q3t6,q4s1,q4s2,q4s3,q4s4,q4s5,q4s6,q4s7,q4s8,q4s9,q4s10,q4s11,q4s12,q4s13,q4s14,q4s15,q5
1003460754,6/8/2022 20:13,1,47,5,13,3,3,2,1,Garmin,0,1,0,0,1,/NA/,2,3,1,1,2,2,3,2,3,3,2,2,3,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003461105,6/8/2022 19:59,1,51,6,40,8,6,1,2,No use,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003561462,6/8/2022 19:04,2,55,6,4,2,8,2,1,Kenpos,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003577812,6/8/2022 20:28,2,52,6,23,4,9,2,1,Rakuten Senior,0,1,0,0,2,/NA/,5,2,4,2,2,2,3,2,3,3,3,3,4,3,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003590857,6/8/2022 19:28,2,35,4,40,8,9,1,2,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003660486,6/8/2022 20:14,2,51,6,27,5,9,2,2,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003710091,6/8/2022 19:26,1,46,5,23,4,5,1,1,Unknown,1,0,0,0,3,/NA/,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003719193,6/8/2022 20:31,1,54,6,14,3,7,1,1,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003728068,6/8/2022 21:36,1,61,7,27,5,5,2,1,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003728769,6/8/2022 20:06,2,36,4,13,3,8,2,1,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003733154,6/8/2022 20:53,2,63,7,13,3,8,2,1,Hoppe,0,1,0,0,2,/NA/,2,4,2,2,2,2,4,3,2,3,2,3,3,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003736012,6/8/2022 19:43,2,29,3,10,3,9,2,2,LG Fitness,0,1,0,0,2,/NA/,5,3,3,2,3,2,3,2,3,3,3,3,3,2,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003783540,6/8/2022 21:14,1,56,6,14,3,3,2,2,JAL　Wellenss,0,1,0,0,2,/NA/,2,3,3,3,2,3,3,3,3,3,3,2,3,3,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003839202,6/8/2022 20:44,1,44,5,1,1,3,2,1,NA,1,0,0,0,1,/NA/,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003857204,6/8/2022 21:19,2,34,4,14,3,8,2,2,NA,1,0,0,0,6,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003872145,6/8/2022 19:01,2,53,6,38,7,8,2,1,No use,1,0,0,0,6,No use,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003883914,6/8/2022 19:43,1,68,7,1,1,11,2,1,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003898918,6/8/2022 22:16,1,45,5,28,5,11,1,2,NA,0,1,0,0,6,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003921549,6/8/2022 20:19,1,53,6,9,3,1,2,2,NA,1,0,0,0,6,No use,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003937992,6/8/2022 19:02,1,74,7,28,5,11,2,1,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003948142,6/8/2022 20:16,2,67,7,14,3,8,2,1,NA,0,1,0,0,4,/NA/,3,3,2,3,4,4,4,4,4,4,4,4,4,4,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003954901,6/8/2022 19:45,2,48,5,27,5,8,2,2,NA,0,1,0,0,4,/NA/,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003957938,6/8/2022 20:12,2,34,4,47,8,5,1,2,Lalune,1,0,0,0,4,/NA/,5,5,3,2,2,2,2,2,2,4,3,2,3,3,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003980005,6/8/2022 22:06,1,32,4,18,4,4,2,1,STEPEN,1,0,0,0,3,/NA/,2,1,3,2,4,3,4,4,3,3,2,2,2,4,4,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003992087,6/8/2022 20:28,2,41,5,1,1,5,1,2,NA,0,1,0,0,1,/NA/,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003999596,6/8/2022 21:56,2,33,4,9,3,5,1,2,finc,1,0,0,0,2,/NA/,2,2,1,2,2,2,1,1,2,2,2,1,2,1,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004038675,6/8/2022 20:08,2,32,4,11,3,8,2,2,NA,0,1,0,0,6,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004041889,6/8/2022 19:15,1,54,6,25,5,4,1,2,BIWA-TEKU,0,1,0,0,2,/NA/,5,2,4,4,2,3,4,4,2,4,4,3,3,4,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004070195,6/8/2022 19:35,1,56,6,28,5,11,1,2,NA,0,0,1,0,4,/NA/,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004074490,6/8/2022 19:10,2,65,7,4,2,8,2,1,No use,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004086173,6/8/2022 21:00,1,64,7,15,4,6,2,2,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004089924,6/8/2022 22:08,1,49,5,12,3,3,2,1,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004103265,6/8/2022 19:01,1,67,7,27,5,11,2,1,No use,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004126809,6/8/2022 19:20,1,48,5,13,3,5,2,1,QO Lism,1,0,0,0,2,/NA/,3,3,3,2,3,2,3,3,3,3,3,2,2,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004128541,6/8/2022 20:12,2,74,7,1,1,8,2,1,NA,0,0,1,0,4,/NA/,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004146140,6/8/2022 19:11,2,49,5,40,8,9,2,1,asken,1,0,0,0,4,/NA/,2,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004201903,6/8/2022 20:18,1,52,6,13,3,3,2,2,Torima,1,0,0,0,3,/NA/,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004385704,6/8/2022 19:10,2,46,5,23,4,9,2,2,Healthcare,1,0,0,0,2,/NA/,5,2,2,2,2,2,2,2,3,2,3,5,3,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004404848,6/8/2022 19:17,2,36,4,11,3,8,2,1,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004430303,6/8/2022 19:47,2,61,7,40,8,8,2,2,Rakuten Kenko,0,1,0,0,3,/NA/,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004434730,6/8/2022 20:22,1,61,7,33,6,1,2,1,Weight diary,1,0,0,0,3,/NA/,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004454355,6/8/2022 20:00,1,49,5,26,5,9,1,2,Navi walk,0,1,0,0,3,/NA/,4,3,3,2,2,2,2,2,2,2,2,3,3,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004457390,6/8/2022 20:54,1,42,5,40,8,5,2,1,Health,1,0,0,0,1,/NA/,3,2,3,3,3,3,3,2,3,3,2,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004460771,6/8/2022 20:31,2,47,5,13,3,9,2,1,NA,1,0,0,0,1,/NA/,3,2,2,3,2,3,2,3,2,3,2,2,3,2,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004520907,6/8/2022 20:27,1,24,3,33,6,10,1,2,NA,1,0,0,0,1,/NA/,3,2,3,3,2,2,3,3,3,3,2,3,3,3,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004527756,6/8/2022 21:51,2,39,4,2,2,3,1,2,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004536936,6/8/2022 19:21,2,20,3,27,5,10,1,2,Unknown,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004539788,6/8/2022 20:54,1,49,5,27,5,4,2,1,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004541415,6/8/2022 20:08,2,48,5,13,3,1,1,2,googlefit,1,0,0,0,1,/NA/,5,1,4,4,4,1,5,1,2,4,2,3,5,2,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004544413,6/8/2022 19:23,2,34,4,24,5,3,1,2,arukuto,0,1,0,0,6,To award points,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004556975,6/8/2022 20:30,2,27,3,12,3,5,1,2,NA,1,0,0,0,3,/NA/,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004562392,6/8/2022 22:05,1,45,5,19,4,4,2,1,NA,1,0,0,0,2,/NA/,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004569555,6/8/2022 19:11,2,46,5,12,3,8,2,1,Suimin Appli,1,0,0,0,2,/NA/,2,3,3,2,3,2,3,3,4,3,2,3,3,2,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004569743,6/8/2022 19:24,1,54,6,12,3,4,1,2,No use,1,0,0,0,2,/NA/,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004594024,6/8/2022 21:40,2,40,5,27,5,3,1,2,finc,0,1,0,0,4,/NA/,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004611830,6/8/2022 19:00,2,33,4,13,3,3,1,2,Kencom,1,0,0,0,1,/NA/,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004619938,6/8/2022 21:38,2,27,3,23,4,9,1,2,Torima,1,0,0,0,2,/NA/,4,2,2,2,2,3,3,3,3,3,3,3,3,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004620254,6/8/2022 21:43,2,47,5,13,3,8,2,2,Luna luna,1,0,0,0,4,/NA/,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004644358,6/8/2022 21:53,1,21,3,27,5,10,1,2,NA,1,0,0,0,5,/NA/,3,3,3,3,2,2,3,3,2,3,2,2,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004654323,6/8/2022 21:18,2,27,3,14,3,8,2,2,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004656090,6/8/2022 20:13,2,62,7,11,3,8,2,1,NA,1,0,0,0,6,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004658157,6/8/2022 22:21,2,28,3,13,3,3,1,2,Luna luna,1,0,0,0,2,/NA/,4,2,4,2,2,2,2,2,2,3,2,2,2,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004662876,6/8/2022 19:08,1,54,6,44,8,5,2,1,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004674593,6/8/2022 19:57,1,26,3,23,4,10,1,2,No use,1,0,0,0,6,No use,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004681123,6/8/2022 21:59,2,40,5,23,4,8,2,1,NA,1,0,0,0,6,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004698781,6/8/2022 19:06,2,33,4,2,2,9,1,2,d healthcare,0,1,0,0,2,/NA/,4,4,4,2,2,2,4,4,4,4,3,2,4,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004707790,6/8/2022 21:44,2,25,3,11,3,11,1,2,NA,1,0,0,0,3,/NA/,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004708089,6/8/2022 20:43,1,28,3,13,3,10,1,2,NA,1,0,0,0,1,/NA/,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004716866,6/8/2022 19:20,1,51,6,26,5,5,2,1,NA,1,0,0,0,6,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004721640,6/8/2022 22:23,2,41,5,8,3,8,2,1,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004731202,6/8/2022 21:39,2,54,6,11,3,9,2,1,Ketsuatsu note,1,0,0,0,2,/NA/,5,5,4,2,3,3,3,3,3,3,2,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004733030,6/8/2022 19:23,2,36,4,1,1,8,2,1,YouTube,1,0,0,0,6,To pass the time,3,4,4,4,3,4,4,3,3,2,2,4,3,3,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004734871,6/8/2022 21:56,2,26,3,30,5,5,1,2,finc,1,0,0,0,3,/NA/,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004740862,6/8/2022 19:07,2,43,5,23,4,3,1,2,NA,1,0,0,0,6,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004773319,6/8/2022 20:47,1,50,6,26,5,4,1,2,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004776568,6/8/2022 19:08,2,49,5,40,8,9,2,2,NA,1,0,0,0,1,/NA/,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004807504,6/8/2022 21:05,1,51,6,29,5,5,2,1,No use,1,0,0,0,6,/NA/,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004825113,6/8/2022 21:59,2,23,3,7,2,5,1,2,care me,1,0,0,0,6,To record periods,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004840050,6/8/2022 19:56,2,20,3,23,4,10,1,2,Lalune,1,0,0,0,2,/NA/,2,5,3,4,2,3,2,2,3,3,2,1,1,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004848511,6/8/2022 19:00,2,26,3,6,2,10,1,2,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004850163,6/8/2022 19:24,2,58,6,34,6,8,1,1,Healthcare,1,0,0,0,4,/NA/,3,5,4,4,3,4,3,4,4,3,4,4,3,4,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004855577,6/8/2022 19:52,2,50,6,29,5,3,1,2,NA,1,0,0,0,1,/NA/,3,3,3,3,3,2,3,3,3,3,3,3,3,4,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004855805,6/8/2022 20:06,1,46,5,30,5,5,1,2,NA,1,0,0,0,1,/NA/,1,2,2,1,3,2,3,2,1,2,3,1,3,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004873226,6/8/2022 20:46,2,31,4,14,3,9,1,2,asken,1,0,0,0,2,/NA/,4,4,3,3,3,3,3,3,3,3,2,3,3,2,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004882152,6/8/2022 19:14,2,46,5,40,8,8,2,1,NA,0,1,0,0,6,No use,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004885349,6/8/2022 22:20,2,52,6,9,3,9,1,1,Luna luna,1,0,0,0,2,/NA/,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004915861,6/8/2022 19:08,1,32,4,29,5,3,1,2,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004927988,6/8/2022 19:14,2,48,5,47,8,7,2,2,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004937269,6/8/2022 19:52,2,41,5,14,3,9,1,2,NA,1,0,0,0,4,/NA/,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004946569,6/8/2022 21:22,1,43,5,28,5,4,2,1,No use,1,0,0,0,6,No use,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004954287,6/8/2022 21:32,2,44,5,40,8,8,2,1,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004954855,6/8/2022 20:28,2,45,5,27,5,9,1,1,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004984521,6/8/2022 19:02,2,67,7,27,5,8,2,1,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004985647,6/8/2022 19:50,2,53,6,14,3,8,2,2,asken,0,1,0,0,5,/NA/,3,2,2,1,1,1,2,2,1,1,1,3,1,1,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005004668,6/8/2022 19:56,2,40,5,28,5,9,2,1,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005016741,6/8/2022 20:33,1,35,4,34,6,11,1,2,NA,1,0,0,0,1,/NA/,2,2,2,2,3,3,2,2,3,3,3,3,2,3,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005024600,6/8/2022 20:01,2,31,4,13,3,11,1,2,NA,0,1,0,0,6,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005036473,6/8/2022 19:24,2,25,3,22,4,3,2,2,FiNC,1,0,0,0,1,/NA/,2,2,2,2,1,2,3,2,2,2,2,4,4,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005064715,6/8/2022 19:24,2,35,4,23,4,1,2,1,NA,1,0,0,0,6,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005098243,6/8/2022 20:25,2,45,5,1,1,8,2,1,Unknown,1,0,0,0,6,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005102431,6/8/2022 19:03,2,26,3,10,3,10,1,2,NA,1,0,0,0,4,/NA/,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005110376,6/8/2022 20:15,1,34,4,22,4,3,2,1,Sugi,1,0,0,0,3,/NA/,1,2,2,1,3,3,1,2,3,3,1,3,3,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005129841,6/8/2022 19:01,2,47,5,40,8,6,1,2,FiNC,1,0,0,0,4,/NA/,2,3,2,1,1,1,2,1,1,1,2,2,2,1,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005133746,6/8/2022 21:52,1,56,6,23,4,5,2,1,Toka,0,1,0,0,2,/NA/,2,2,3,2,2,2,3,2,3,3,3,2,4,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005134557,6/8/2022 19:21,1,47,5,27,5,3,2,1,NA,0,0,1,0,3,/NA/,1,2,2,3,4,5,3,2,4,2,4,2,5,4,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005140800,6/8/2022 19:03,2,23,3,13,3,9,1,2,No use,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005142422,6/8/2022 19:52,1,58,6,27,5,1,1,2,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005143005,6/8/2022 21:40,2,46,5,22,4,4,2,1,NA,1,0,0,0,3,/NA/,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005145935,6/8/2022 20:03,2,46,5,36,7,3,2,2,asken,1,0,0,0,2,/NA/,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005215800,6/8/2022 19:26,1,56,6,14,3,11,2,1,Fitness,1,0,0,0,3,/NA/,5,3,2,2,2,3,3,3,3,3,2,3,3,2,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005224745,6/8/2022 20:28,2,22,3,27,5,10,1,2,y mobile,1,1,0,0,2,/NA/,2,2,2,1,2,3,3,2,3,2,2,1,2,2,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005251513,6/8/2022 19:01,2,22,3,33,6,4,1,2,NA,1,0,0,0,1,/NA/,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005262542,6/8/2022 19:08,2,53,6,13,3,8,2,1,d healthcare,1,0,0,0,2,/NA/,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005273586,6/8/2022 21:58,2,27,3,13,3,3,1,2,Luna luna,0,1,0,0,2,/NA/,2,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005298011,6/8/2022 19:19,1,68,7,14,3,5,2,1,Healthcare,1,0,0,0,3,/NA/,2,3,3,2,2,2,2,2,2,2,2,3,2,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005299358,6/8/2022 19:32,1,45,5,27,5,6,2,1,d healthcare,0,1,0,0,1,/NA/,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005301377,6/8/2022 19:48,1,48,5,4,2,4,2,2,NA,1,0,0,0,5,/NA/,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005309908,6/8/2022 19:58,2,31,4,23,4,9,2,2,Supuli,0,1,0,0,4,/NA/,4,2,1,1,1,2,2,1,1,1,3,2,1,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005319587,6/8/2022 21:52,1,59,6,28,5,3,1,1,Fitbit,1,0,0,0,3,/NA/,4,4,2,2,2,2,4,2,2,2,2,4,4,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005322650,6/8/2022 20:55,2,65,7,29,5,9,2,1,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005323097,6/8/2022 22:22,1,27,3,13,3,4,1,2,Guppy healthcare,1,0,0,0,1,/NA/,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005360197,6/8/2022 22:12,2,41,5,14,3,9,1,1,NA,1,0,0,0,3,/NA/,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005396878,6/8/2022 21:58,1,39,4,27,5,3,2,2,d healthcare,0,1,0,0,3,/NA/,2,4,3,2,2,3,2,2,1,1,2,3,3,2,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005417660,6/8/2022 22:12,2,44,5,27,5,6,2,2,NA,0,1,0,0,5,/NA/,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005429788,6/8/2022 19:06,2,35,4,35,6,5,1,2,d healthcare,1,0,0,0,4,/NA/,3,3,3,2,3,3,3,3,3,2,2,2,3,2,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
